id,request_id,cost_date,category,amount_cents
"COST-489","REQ-0136","2026-09-01","Sourcing","29100"
"COST-490","REQ-0136","2026-09-06","Placement","327000"
"COST-491","REQ-0136","2026-09-11","Placement","287300"
"COST-492","REQ-0137","2026-09-06","Sourcing","65500"
"COST-493","REQ-0138","2026-05-03","Sourcing","57300"
"COST-494","REQ-0138","2026-06-09","Placement","248900"
"COST-495","REQ-0138","2026-06-04","Placement","172700"
"COST-496","REQ-0138","2026-06-18","Placement","110600"
"COST-497","REQ-0138","2026-06-24","Placement","214900"
"COST-498","REQ-0138","2026-05-16","Placement","285400"
"COST-499","REQ-0139","2026-02-27","Sourcing","61400"
"COST-500","REQ-0139","2026-03-09","Placement","153500"
"COST-501","REQ-0139","2026-03-04","Placement","111700"
"COST-502","REQ-0139","2026-03-11","Placement","309700"
"COST-503","REQ-0140","2026-04-28","Sourcing","72000"
"COST-504","REQ-0140","2026-06-06","Placement","257400"
"COST-505","REQ-0140","2026-05-30","Placement","197800"
"COST-506","REQ-0140","2026-05-17","Placement","365800"
"COST-507","REQ-0140","2026-05-17","Placement","130600"
"COST-508","REQ-0140","2026-05-26","Placement","335500"
"COST-509","REQ-0141","2026-05-03","Sourcing","32300"
"COST-510","REQ-0142","2026-02-21","Sourcing","94700"
"COST-511","REQ-0142","2026-03-10","Placement","111600"
"COST-512","REQ-0142","2026-03-31","Placement","113100"
"COST-513","REQ-0142","2026-03-03","Placement","75600"
"COST-514","REQ-0142","2026-02-28","Placement","108300"
"COST-515","REQ-0142","2026-02-26","Placement","135000"
"COST-516","REQ-0143","2026-01-14","Sourcing","75000"
"COST-517","REQ-0143","2026-01-20","Placement","186500"
"COST-518","REQ-0144","2026-04-15","Sourcing","44800"
"COST-519","REQ-0144","2026-04-20","Placement","368900"
"COST-520","REQ-0144","2026-05-04","Placement","217100"
"COST-521","REQ-0144","2026-04-30","Placement","116900"
"COST-522","REQ-0145","2026-04-02","Sourcing","85200"
"COST-523","REQ-0145","2026-04-12","Placement","256200"
"COST-524","REQ-0146","2026-05-18","Sourcing","63400"
"COST-525","REQ-0146","2026-06-17","Placement","79200"
"COST-526","REQ-0146","2026-06-16","Placement","107700"
"COST-527","REQ-0146","2026-06-07","Placement","75600"
"COST-528","REQ-0146","2026-06-03","Placement","138700"
"COST-529","REQ-0147","2026-08-19","Sourcing","75500"
"COST-530","REQ-0147","2026-09-06","Placement","93600"
"COST-531","REQ-0147","2026-08-26","Placement","72200"
"COST-532","REQ-0147","2026-09-14","Placement","77700"
"COST-533","REQ-0148","2026-05-19","Sourcing","81000"
"COST-534","REQ-0148","2026-05-26","Placement","99400"
"COST-535","REQ-0149","2026-08-23","Sourcing","52000"
"COST-536","REQ-0149","2026-09-15","Placement","297500"
"COST-537","REQ-0149","2026-09-09","Placement","127500"
"COST-538","REQ-0149","2026-08-28","Placement","334300"
"COST-539","REQ-0149","2026-09-03","Placement","249400"
"COST-540","REQ-0150","2026-08-15","Sourcing","48200"
"COST-541","REQ-0150","2026-09-12","Placement","70700"
"COST-542","REQ-0150","2026-08-31","Placement","210900"
"COST-543","REQ-0150","2026-09-05","Placement","164700"
"COST-544","REQ-0151","2026-09-07","Sourcing","34300"
"COST-545","REQ-0152","2026-03-27","Sourcing","15200"
"COST-546","REQ-0152","2026-04-16","Placement","364300"
"COST-547","REQ-0152","2026-04-16","Placement","364000"
"COST-548","REQ-0152","2026-04-08","Placement","380300"
"COST-549","REQ-0152","2026-04-23","Placement","212400"
"COST-550","REQ-0153","2026-07-19","Sourcing","85800"
"COST-551","REQ-0153","2026-09-07","Placement","379200"
"COST-552","REQ-0153","2026-07-31","Placement","288500"
"COST-553","REQ-0154","2026-01-01","Sourcing","79400"
"COST-554","REQ-0154","2026-02-06","Placement","346200"
"COST-555","REQ-0154","2026-01-27","Placement","75000"
"COST-556","REQ-0155","2026-02-09","Sourcing","31600"
"COST-557","REQ-0155","2026-02-15","Placement","232700"
"COST-558","REQ-0155","2026-02-20","Placement","387600"
"COST-559","REQ-0155","2026-03-02","Placement","355500"
"COST-560","REQ-0156","2026-02-01","Sourcing","80100"
"COST-561","REQ-0156","2026-02-18","Placement","295500"
"COST-562","REQ-0156","2026-03-10","Placement","119200"
"COST-563","REQ-0156","2026-02-08","Placement","89700"
"COST-564","REQ-0156","2026-02-22","Placement","82300"
"COST-565","REQ-0156","2026-02-26","Placement","122100"
"COST-566","REQ-0157","2026-07-30","Sourcing","51100"
"COST-567","REQ-0157","2026-08-25","Placement","188200"
"COST-568","REQ-0157","2026-08-20","Placement","240200"
"COST-569","REQ-0157","2026-08-05","Placement","114400"
"COST-570","REQ-0157","2026-08-10","Placement","336500"
"COST-571","REQ-0158","2026-04-28","Sourcing","18800"
"COST-572","REQ-0158","2026-05-28","Placement","121900"
"COST-573","REQ-0158","2026-05-14","Placement","129200"
"COST-574","REQ-0158","2026-05-14","Placement","372200"
"COST-575","REQ-0158","2026-06-10","Placement","225900"
"COST-576","REQ-0159","2026-04-28","Sourcing","87900"
"COST-577","REQ-0159","2026-05-15","Placement","134700"
"COST-578","REQ-0159","2026-06-14","Placement","137300"
"COST-579","REQ-0159","2026-05-10","Placement","87200"
"COST-580","REQ-0160","2026-06-25","Sourcing","84400"
"COST-581","REQ-0160","2026-08-10","Placement","106700"
"COST-582","REQ-0160","2026-07-09","Placement","73600"
"COST-583","REQ-0160","2026-07-05","Placement","128300"
"COST-584","REQ-0161","2026-04-05","Sourcing","24000"
"COST-585","REQ-0161","2026-05-06","Placement","124300"
"COST-586","REQ-0162","2026-07-25","Sourcing","49700"
"COST-587","REQ-0162","2026-08-08","Placement","173300"
"COST-588","REQ-0163","2026-04-05","Sourcing","64300"
"COST-589","REQ-0163","2026-04-11","Placement","275900"
"COST-590","REQ-0163","2026-04-26","Placement","318200"
"COST-591","REQ-0164","2026-03-11","Sourcing","80500"
"COST-592","REQ-0164","2026-04-12","Placement","127300"
"COST-593","REQ-0164","2026-04-13","Placement","89600"
"COST-594","REQ-0164","2026-03-20","Placement","102100"
"COST-595","REQ-0164","2026-03-28","Placement","117900"
"COST-596","REQ-0165","2026-07-29","Sourcing","32800"
"COST-597","REQ-0165","2026-08-23","Placement","303800"
"COST-598","REQ-0165","2026-08-14","Placement","199000"
"COST-599","REQ-0165","2026-09-03","Placement","379100"
"COST-600","REQ-0165","2026-08-04","Placement","184800"
"COST-601","REQ-0166","2026-04-29","Sourcing","32100"
"COST-602","REQ-0166","2026-05-22","Placement","246500"
"COST-603","REQ-0166","2026-05-20","Placement","146300"
"COST-604","REQ-0166","2026-05-05","Placement","261200"
"COST-605","REQ-0166","2026-05-15","Placement","86000"
"COST-606","REQ-0167","2026-03-03","Sourcing","66900"
"COST-607","REQ-0167","2026-03-18","Placement","104800"
"COST-608","REQ-0167","2026-03-16","Placement","174100"
"COST-609","REQ-0168","2026-06-10","Sourcing","68000"
"COST-610","REQ-0168","2026-06-18","Placement","155500"
"COST-611","REQ-0169","2026-04-21","Sourcing","22700"
"COST-612","REQ-0169","2026-04-30","Placement","73600"
"COST-613","REQ-0169","2026-05-23","Placement","99300"
"COST-614","REQ-0170","2026-02-26","Sourcing","38800"
"COST-615","REQ-0170","2026-03-19","Placement","290700"
"COST-616","REQ-0170","2026-03-25","Placement","377400"
"COST-617","REQ-0170","2026-03-30","Placement","116900"
"COST-618","REQ-0171","2026-04-17","Sourcing","40900"
"COST-619","REQ-0171","2026-04-29","Placement","368700"
"COST-620","REQ-0171","2026-05-26","Placement","208500"
"COST-621","REQ-0171","2026-06-06","Placement","349300"
"COST-622","REQ-0172","2026-06-11","Sourcing","47100"
"COST-623","REQ-0172","2026-07-13","Placement","141800"
"COST-624","REQ-0172","2026-07-09","Placement","333700"
"COST-625","REQ-0172","2026-06-21","Placement","74100"
"COST-626","REQ-0172","2026-06-26","Placement","148700"
"COST-627","REQ-0172","2026-07-02","Placement","345000"
"COST-628","REQ-0173","2026-02-19","Sourcing","29800"
"COST-629","REQ-0173","2026-03-11","Placement","73300"
"COST-630","REQ-0173","2026-03-29","Placement","338200"
"COST-631","REQ-0173","2026-03-28","Placement","319600"
"COST-632","REQ-0173","2026-03-06","Placement","319800"
"COST-633","REQ-0173","2026-03-26","Placement","204800"
"COST-634","REQ-0173","2026-03-18","Placement","375700"
"COST-635","REQ-0174","2026-06-09","Sourcing","47700"
"COST-636","REQ-0174","2026-07-08","Placement","302700"
"COST-637","REQ-0175","2026-01-21","Sourcing","64000"
"COST-638","REQ-0175","2026-02-22","Placement","97400"
"COST-639","REQ-0176","2026-08-24","Sourcing","31900"
"COST-640","REQ-0176","2026-09-02","Placement","128600"
"COST-641","REQ-0176","2026-09-07","Placement","131300"
"COST-642","REQ-0177","2026-07-12","Sourcing","50300"
"COST-643","REQ-0177","2026-08-08","Placement","97800"
"COST-644","REQ-0177","2026-07-21","Placement","325000"
"COST-645","REQ-0177","2026-08-04","Placement","346800"
"COST-646","REQ-0177","2026-07-17","Placement","240000"
"COST-647","REQ-0177","2026-08-18","Placement","385100"
"COST-648","REQ-0178","2026-08-21","Sourcing","44700"
"COST-649","REQ-0178","2026-09-12","Placement","336900"
"COST-650","REQ-0178","2026-09-08","Placement","143600"
"COST-651","REQ-0178","2026-09-09","Placement","236200"
"COST-652","REQ-0179","2026-06-19","Sourcing","36500"
"COST-653","REQ-0179","2026-07-05","Placement","202700"
"COST-654","REQ-0179","2026-07-22","Placement","346000"
"COST-655","REQ-0179","2026-07-16","Placement","345900"
"COST-656","REQ-0180","2026-06-02","Sourcing","15100"
"COST-657","REQ-0180","2026-07-01","Placement","106500"
